;NOMBRE_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;ESTADO_PROGRAMA;RECONOCIMIENTO_DEL_MINISTERIO;CINE_F_2013_AC_CAMPO_AMPLIO;CINE_F_2013_AC_CAMPO_ESPECÍFIC;CINE_F_2013_AC_CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;SNIES;H2000-1;M2000-1;H2000-2;M2000-2;H2001-1;M2001-1;H2001-2;M2001-2;H2002-1;M2002-1;H2002-2;M2002-2;H2003-1;M2003-1;H2003-2;M2003-2;H2004-1;M2004-1;H2004-2;M2004-2;H2005-1;M2005-1;H2005-2;M2005-2;H2006-1;M2006-1;H2006-2;M2006-2;H2007-1;M2007-1;H2007-2;M2007-2;H2008-1;M2008-1;H2008-2;M2008-2;H2009-1;M2009-1;H2009-2;M2009-2;H2010-1;M2010-1;H2010-2;M2010-2;H2011-1;M2011-1;H2011-2;M2011-2;H2012-1;M2012-1;H2012-2;M2012-2;H2013-1;M2013-1;H2013-2;M2013-2;M2014-1;M2014-2;H2014-1;H2014-2;M2015-1;M2015-2;H2015-1;H2015-2;H2016-1;H2016-2;M2016-1;M2016-2;H2017-1;H2017-2;M2017-1;M2017-2;H2018-1;H2018-2;M2018-1;M2018-2;H2019-1;H2019-2;M2019-1;M2019-2;H2020-1;H2020-2;M2020-1;M2020-2;H2021-1;H2021-2;M2021-1;M2021-2;M2022-1;M2022-2;H2022-1;H2022-2;NOMBRE_DEL_PROGRAMA_DEPURADO
2519;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Institución Universitaria/Escuela Tecnológica;Oficial;52656;52656;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;177;11;Bogotá D.C.;Bogotá, D.C.;52656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;2;0;0;60;19;22;10;2;0;11;4;35;14;1;0;0;0;1;2;0;1;0;1;31;14;4;9;9;14;2;3;5;20;4;1;18;26;1;1;18;21;2;4;24;10;3;2;1;4;12;20;INGENIERIA SISTEMAS
2520;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Institución Universitaria/Escuela Tecnológica;Oficial;53307;53307;INGENIERIA ELECTROMECANICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electricidad y energía;Ingeniería, arquitectura, urbanismo y afines;Ingeniería eléctrica y afines;Pregrado;Universitario;Presencial;180;12;Bogotá D.C.;Bogotá, D.C.;53307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;20;1;0;0;51;2;13;0;29;2;14;0;62;4;3;0;0;4;31;31;0;0;0;3;35;60;1;3;41;26;3;3;50;26;1;0;36;26;1;5;43;45;2;8;35;67;3;5;0;3;25;47;INGENIERIA ELECTROMECANICA
2522;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Institución Universitaria/Escuela Tecnológica;Oficial;105162;105162;INGENIERIA MECANICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;184;11;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA MECANICA
2523;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Institución Universitaria/Escuela Tecnológica;Oficial;52691;52691;INGENIERIA MECATRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;186;11;Bogotá D.C.;Bogotá, D.C.;52691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;25;5;4;0;2;0;25;0;0;0;0;0;16;9;2;2;15;17;3;3;13;16;1;0;22;16;2;2;25;24;6;4;23;22;2;6;5;5;13;12;INGENIERIA MECATRONICA
2524;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Institución Técnica Profesional;Oficial;106043;106043;INGENIERIA AGRONOMICA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;170;10;Tolima;Espinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AGRONOMICA
2525;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Institución Técnica Profesional;Oficial;102039;102039;INGENIERIA CIVIL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;184;10;Tolima;Espinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA CIVIL
2526;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Institución Técnica Profesional;Oficial;102122;102122;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;185;10;Tolima;Espinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2527;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Institución Técnica Profesional;Oficial;101648;101648;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;179;10;Tolima;Espinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ELECTRONICA
2528;INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA;Institución Técnica Profesional;Oficial;111431;111431;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Industria y procesamiento;Industria y procesamiento no clasificados en otra parte;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;174;10;Magdalena;Ciénaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2529;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-;Institución Tecnológica;Privado;110035;110035;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Programas y certificaciones interdisciplinarios relativos a tecnologías de la información y la comunicación (TIC);Programas y certificaciones interdisciplinarios relativos a tecnologías de la información y la comunicación (TIC);Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;164;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2531;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-;Institución Tecnológica;Privado;110234;110234;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Programas y certificaciones interdisciplinarios relativos a ingeniería, industria y construcción;Programas y certificaciones interdisciplinarios relativos a ingeniería, industria y construcción;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;160;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2532;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-;Institución Tecnológica;Privado;105348;105348;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;158;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2533;INSTITUCION UNIVERSITARIA EAM;Institución Universitaria/Escuela Tecnológica;Privado;52410;52410;INGENIERIA DE SOFTWARE;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;137;8;Quindío;Armenia;52410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;6;0;0;0;0;1;0;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;1;9;8;0;0;14;3;1;1;8;7;1;1;7;14;3;3;3;4;1;2;18;12;0;3;1;0;12;3;INGENIERIA SOFTWARE
2535;INSTITUCION UNIVERSITARIA EAM;Institución Universitaria/Escuela Tecnológica;Privado;101621;101621;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;156;9;Quindío;Armenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2536;INSTITUCION UNIVERSITARIA EAM;Institución Universitaria/Escuela Tecnológica;Privado;52409;52409;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;156;9;Quindío;Armenia;52409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;12;5;3;0;10;0;1;0;5;2;1;0;3;0;3;0;7;4;0;3;14;6;0;0;4;0;6;1;INGENIERIA MECATRONICA
2537;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;Institución Técnica Profesional;Privado;111393;111393;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;171;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2538;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;Institución Técnica Profesional;Privado;111394;111394;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Virtual;171;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2539;FUNDACION UNIVERSITARIA HORIZONTE;Institución Universitaria/Escuela Tecnológica;Privado;104564;104564;INGENIERIA EN SEGURIDAD INDUSTRIAL E HIGIENE OCUPACIONAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería administrativa y afines;Pregrado;Universitario;Presencial;153;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SEGURIDAD INDUSTRIAL E HIGIENE OCUPACIONAL
2540;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;109403;109403;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Tecnología de protección del medio ambiente;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;164;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AMBIENTAL
2541;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;91376;91376;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;176;10;Bogotá D.C.;Bogotá, D.C.;91376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;6;3;11;2;0;2;0;2;4;1;2;3;14;13;4;6;28;23;10;13;35;29;11;10;27;37;9;9;32;37;7;10;22;30;8;7;7;9;28;28;INGENIERIA SISTEMAS
2542;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;103660;103660;INGENIERIA EN SEGURIDAD Y SALUD PARA EL TRABAJO;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;180;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SEGURIDAD Y SALUD PARA EL TRABAJO
2543;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;107304;107304;INGENIERIA EN SEGURIDAD Y SALUD PARA EL TRABAJO;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Virtual;163;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SEGURIDAD Y SALUD PARA EL TRABAJO
2544;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;91069;91069;INGENIERIA EN TELECOMUNICACIONES;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;174;10;Bogotá D.C.;Bogotá, D.C.;91069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;29;7;21;7;23;7;0;2;0;8;2;5;6;18;64;52;12;15;52;46;11;10;55;48;8;7;57;49;13;7;57;46;12;7;42;50;4;6;12;8;54;33;INGENIERIA TELECOMUNICACIONES
2545;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;106038;106038;INGENIERIA EN TELECOMUNICACIONES;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;181;10;Norte de Santander;San José de Cúcuta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA TELECOMUNICACIONES
2546;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Institución Universitaria/Escuela Tecnológica;Privado;103903;103903;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;180;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2547;CORPORACION UNIVERSITARIA CENDA;Institución Universitaria/Escuela Tecnológica;Privado;110017;110017;INGENIERIA ADMINISTRATIVA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Programas y certificaciones interdisciplinarios relativos a ingeniería, industria y construcción;Programas y certificaciones interdisciplinarios relativos a ingeniería, industria y construcción;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;164;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ADMINISTRATIVA
2549;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;Institución Técnica Profesional;Privado;52616;52616;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;155;10;Bogotá D.C.;Bogotá, D.C.;52616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;15;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;99;223;31;30,5;73;66;20;11;68;52;14;8;29;1;5;0;372;29;112;6;161;9;34;8;47;13;178;54;INGENIERIA SISTEMAS
2550;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;Institución Técnica Profesional;Privado;54639;54639;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;182;10;Córdoba;Montería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2551;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;Institución Técnica Profesional;Privado;90688;90688;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;155;10;Sucre;Sincelejo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2552;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;Institución Técnica Profesional;Privado;108542;108542;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;155;10;Tolima;Ibagué;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
