;NOMBRE_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;ESTADO_PROGRAMA;RECONOCIMIENTO_DEL_MINISTERIO;CINE_F_2013_AC_CAMPO_AMPLIO;CINE_F_2013_AC_CAMPO_ESPECÍFIC;CINE_F_2013_AC_CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;SNIES;H2000-1;M2000-1;H2000-2;M2000-2;H2001-1;M2001-1;H2001-2;M2001-2;H2002-1;M2002-1;H2002-2;M2002-2;H2003-1;M2003-1;H2003-2;M2003-2;H2004-1;M2004-1;H2004-2;M2004-2;H2005-1;M2005-1;H2005-2;M2005-2;H2006-1;M2006-1;H2006-2;M2006-2;H2007-1;M2007-1;H2007-2;M2007-2;H2008-1;M2008-1;H2008-2;M2008-2;H2009-1;M2009-1;H2009-2;M2009-2;H2010-1;M2010-1;H2010-2;M2010-2;H2011-1;M2011-1;H2011-2;M2011-2;H2012-1;M2012-1;H2012-2;M2012-2;H2013-1;M2013-1;H2013-2;M2013-2;M2014-1;M2014-2;H2014-1;H2014-2;M2015-1;M2015-2;H2015-1;H2015-2;H2016-1;H2016-2;M2016-1;M2016-2;H2017-1;H2017-2;M2017-1;M2017-2;H2018-1;H2018-2;M2018-1;M2018-2;H2019-1;H2019-2;M2019-1;M2019-2;H2020-1;H2020-2;M2020-1;M2020-2;H2021-1;H2021-2;M2021-1;M2021-2;M2022-1;M2022-2;H2022-1;H2022-2;NOMBRE_DEL_PROGRAMA_DEPURADO
33;UNIVERSIDAD NACIONAL DE COLOMBIA;Universidad;Oficial;4125;110346600001700111100;INGENIERIA QUIMICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería química y afines;Pregrado;Universitario;Presencial;180;10;Caldas;Manizales;4125;0;0;31;19;27;23;31;20;32;20;30;28;32;33;22;14;24;22;24;14;28;16;21;26;18;18;23;17;33;17;21;17;26;17;11;20;20;12;17;12;41;26;39;13;31;35;30;11;39;16;27;30;43;19;30;22;19;34;45;31;36;34;49;43;37;33;30;29;35;43;40;29;34;36;35;25;35;36;27;26;48;22;22;27;30;25;31;28;27;33;27;15;INGENIERIA QUIMICA
34;UNIVERSIDAD NACIONAL DE COLOMBIA;Universidad;Oficial;144;110446306207652011100;INGENIERIA AGRICOLA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agrícola, forestal y afines;Pregrado;Universitario;Presencial;173;10;Valle del Cauca;Palmira;144;11;7;0;0;11;7;15;7;9;2;17;7;28;15;32;14;24;16;24;12;24;15;21;15;23;11;23;14;23;14;15;9;0;0;1;2;25;14;15;16;29;14;10;5;18;14;15;11;48;30;24;14;24;28;29;20;3;21;18;27;18;15;29;18;32;11;24;16;19;17;22;17;23;13;14;21;19;10;19;13;20;18;17;19;18;19;13;22;15;13;13;23;INGENIERIA AGRICOLA
35;UNIVERSIDAD NACIONAL DE COLOMBIA;Universidad;Oficial;16904;110446306267652011100;INGENIERIA AGROINDUSTRIAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;0;10;Valle del Cauca;Palmira;16904;0;0;0;0;0;0;0;0;0;0;0;0;24;24;23;19;35;14;23;12;17;12;14;22;28;16;25;17;34;14;21;18;1;1;6;0;1;0;28;15;30;12;29;14;31;32;27;18;27;26;31;21;21;15;30;9;8;25;13;31;18;24;29;25;31;19;28;20;31;17;20;23;23;27;16;14;19;24;17;16;13;25;20;24;22;22;22;20;21;18;16;22;INGENIERIA AGROINDUSTRIAL
36;UNIVERSIDAD NACIONAL DE COLOMBIA;Universidad;Oficial;3104;110446303337652011100;INGENIERIA AGRONOMICA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;172;10;Valle del Cauca;Palmira;3104;20;10;0;0;20;10;24;14;19;11;27;19;6;3;32;26;29;16;29;16;39;14;28;20;45;15;37;18;35;20;19;19;2;1;1;3;0;0;31;15;31;19;23;13;52;33;29;19;58;41;38;15;51;20;27;14;14;25;26;35;32;32;42;37;43;40;44;30;30;31;30;34;33;35;36;31;31;35;33;32;31;23;34;35;30;28;30;36;24;26;30;29;INGENIERIA AGRONOMICA
37;UNIVERSIDAD NACIONAL DE COLOMBIA;Universidad;Oficial;16905;110446280017652011100;INGENIERIA AMBIENTAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;171;10;Valle del Cauca;Palmira;16905;0;0;0;0;0;0;0;0;0;0;0;0;27;24;25;22;23;24;21;20;21;13;11;22;18;23;22;21;11;28;18;13;0;0;2;5;1;0;22;26;24;19;27;32;43;28;28;31;36;30;31;21;31;22;29;23;21;25;11;27;38;33;33;32;27;23;33;26;20;15;29;28;14;19;30;25;20;19;25;28;18;19;28;25;16;19;34;30;27;29;13;20;INGENIERIA AMBIENTAL
39;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;193;110646303331500111100;INGENIERIA AGRONOMICA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;193;36;10;32;13;27;13;32;8;28;12;28;14;27;17;30;15;29;16;29;16;36;14;30;24;40;15;31;24;32;23;36;17;27;17;36;25;23;15;40;25;54;33;30;23;37;9;34;16;22;15;11;24;28;18;26;20;18;26;39;34;25;25;32;25;41;35;14;22;28;25;17;21;24;36;20;15;31;28;17;22;29;30;16;19;28;22;19;11;18;19;31;25;INGENIERIA AGRONOMICA
40;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;54415;54415;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;54415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;31;40;20;29;21;33;22;25;11;27;21;25;22;30;34;24;21;32;27;20;30;35;19;18;23;28;33;29;19;22;28;29;17;20;30;25;17;17;31;28;21;16;26;31;18;20;30;23;31;32;20;19;INGENIERIA AMBIENTAL
41;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;2633;110646240001500111100;INGENIERIA CIVIL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;2633;52;17;32;12;32;7;34;6;28;12;29;11;36;9;33;11;32;9;32;13;36;14;39;13;44;11;38;16;36;14;40;9;40;13;62;20;33;10;52;29;47;25;61;14;41;14;33;17;25;10;30;16;31;10;42;13;13;13;40;35;18;16;36;36;45;37;10;10;32;29;9;16;31;32;14;10;42;36;12;12;35;31;19;16;51;27;24;20;18;11;48;34;INGENIERIA CIVIL
42;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;54673;54673;INGENIERIA DE SISTEMAS Y COMPUTACION;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Sogamoso;54673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;31;16,5;27;11;10;30;27;5;11;31;16;8;8;30;28;5;5;32;14,5;5;5;30;27;3;6;5;11;29;25;INGENIERIA SISTEMAS Y COMPUTACION
43;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;54673;54673;INGENIERIA DE SISTEMAS Y COMPUTACION;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Sogamoso;54673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;10;27;7;28;10;22;12;0;0;0;0;0;0;0;0;0;7;0;31;16,5;27;11;10;30;27;5;11;31;16;8;8;30;28;5;5;32;14,5;5;5;30;27;3;6;5;11;29;25;INGENIERIA SISTEMAS Y COMPUTACION
44;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;2760;110640030001500111100;INGENIERIA DE SISTEMAS Y COMPUTACION;Activo;Acreditación de alta calidad;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;2760;49;29;0;0;27;9;33;7;23;16;30;11;38;7;35;10;28;17;35;10;32;12;33;20;44;10;38;12;45;10;36;13;45;8;63;19;28;9;50;14;49;8;38;16;45;9;39;13;31;8;34;12;33;7;43;12;10;8;34;45;8;6;45;41;46;48;7;7;38;39;5;4;41;38;5;8;40;36;4;2;45;40;6;13;44;39;7;5;7;7;42;33;INGENIERIA SISTEMAS Y COMPUTACION
45;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;191;110643880001500111100;INGENIERIA DE TRANSPORTE Y VIAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;191;58;18;36;8;35;5;34;6;27;13;35;6;35;10;30;15;35;10;36;9;39;16;36;19;40;15;37;18;45;9;37;10;37;18;59;20;36;9;50;21;46;26;40;20;41;16;42;14;30;9;35;15;35;11;46;16;21;19;36;34;17;17;36;39;36;31;16;23;26;41;16;11;37;35;12;14;34;31;16;18;33;40;20;12;34;38;13;14;14;16;30;36;INGENIERIA TRANSPORTE Y VIAS
46;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;192;110646690001500111500;INGENIERIA METALURGICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Otras ingenierías;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;192;35;5;33;7;33;7;24;16;32;7;34;7;28;16;29;9;36;9;32;13;38;15;36;11;45;10;37;6;37;13;37;9;46;8;44;22;30;7;44;14;47;12;49;12;50;13;43;11;31;9;34;14;34;20;51;7;18;19;35;33;14;15;41;37;40;36;15;17;31;35;15;10;32;28;13;21;37;34;10;13;31;26;13;7;31;34;12;12;12;14;32;31;INGENIERIA METALURGICA
47;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;213;110746215371523811100;INGENIERIA ELECTROMECANICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Otras ingenierías;Pregrado;Universitario;Presencial;175;10;Boyacá;Duitama;213;35;5;33;4;37;3;37;1;37;3;37;3;40;3;38;5;40;3;42;4;51;4;47;7;53;3;47;8;82;10;41;7;38;2;71;4;40;5;58;10;73;4;49;7;43;2;41;6;40;1;42;5;36;6;44;1;5;5;34;34;2;6;38;33;73;32;7;11;43;47;4;7;43;44;2;3;47;39;3;4;39;42;5;4;49;32;5;4;8;3;50;41;INGENIERIA ELECTROMECANICA
48;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;215;110846220001575911100;INGENIERIA DE MINAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Industria y procesamiento;Minería y extracción;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de minas, metalurgia y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Sogamoso;215;0;0;0;0;31;9;31;9;0;0;29;11;27;16;30;14;37;8;27;10;36;18;39;15;41;12;41;11;88;47;41;13;36;9;41;15;25;15;63;16;33;14;34;12;35;9;21;13;28;10;27;13;35;8;28;12;15;11;19;23;11;12;25;24;27;23;12;12;17;28;9;22;24;27;14;12;23;24;13;14;23;13;12;3,5;20;13;13;6;12;13;24;24;INGENIERIA MINAS
49;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;54660;54660;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;54660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;3;43;8;32;4;30;4;0;0;0;0;0;0;0;0;0;9;0;41;46;43;13;6;22;61;4;4;37;35;4;10;24;18;4;3;32;10,66666667;13;2;16,5;37;7;8;5;6;51;38;INGENIERIA ELECTRONICA
50;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;54660;54660;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Tunja;54660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;41;46;43;13;6;22;61;4;4;37;35;4;10;24;18;4;3;32;10,66666667;13;2;16,5;37;7;8;5;6;51;38;INGENIERIA ELECTRONICA
51;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;216;110846210381575911100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Sogamoso;216;0;0;0;0;34;6;34;6;0;0;34;6;39;3;39;2;37;8;40;6;52;3;44;2;49;6;37;6;92;15;41;10;38;6;47;12;28;8;46;4;50;6;28;3;34;5;28;8;25;11;30;4;0;0;0;0;0;0;0;0;0;5;0;33;39;32;4;8;22;49;10;8;44;32;5;8;28;31;7;5;31;16;5;3;17,5;23;2;8;9;5;25;30;INGENIERIA ELECTRONICA
52;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;218;110845516201575911100;INGENIERIA GEOLOGICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Sogamoso;218;0;0;0;0;33;7;30;10;0;0;26;14;26;15;32;13;21;23;27;14;29;26;31;14;36;19;27;28;77;48;26;22;23;20;31;20;27;17;33;27;34;24;26;20;26;18;28;12;24;17;29;9;27;8;31;13;11;10;23;23;11;16;24;15;29;17;23;16;15;34;7;10;19;17;12;17;25;19;16;14;21;11;14;6,5;28;17;22;17;13;17;22;22;INGENIERIA GEOLOGICA
53;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;Universidad;Oficial;217;110846700421575911100;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;175;10;Boyacá;Sogamoso;217;0;0;0;0;29;11;26;14;0;0;30;10;21;23;27;17;28;17;27;18;31;24;39;14;31;24;38;17;77;56;30;23;31;14;40;26;25;17;36;31;24;24;55;35;26;14;29;10;22;16;17;24;26;21;27;17;14;17;25;23;21;19;18;17;26;22;17;17;16;37;12;27;20;23;25;21;25;25;19;15;17;12,5;25;9,5;22;22;23;16;17;23;34;19;INGENIERIA INDUSTRIAL
54;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;3833;111046306261900111100;INGENIERIA AGROINDUSTRIAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;166;10;Cauca;Popayán;3833;27;18;25;16;34;26;24;16;33;9;0;0;26;17;25;22;25;20;24;26;24;26;27;23;25;26;23;26;31;20;25;14;23;15;20;11;15;20;15;15;25;18;18;15;19;19;20;14;19;15;21;19;16;23;24;15;19;2;18;21;14;22;18;21;21;22;20;14;41;22;66;13;20;16;20;5;18;19;21;18;21;0;19;0;17;16;21;28;18;22;20;17;INGENIERIA AGROINDUSTRIAL
55;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;103303;103303;INGENIERIA AGROINDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;159;10;Cauca;Santander de Quilichao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AGROINDUSTRIAL
56;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;7171;111046306361900111100;INGENIERIA AGROPECUARIA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Agronomía, veterinaria y afines;Agronomía;Pregrado;Universitario;Presencial;169;10;Cauca;Popayán;7171;24;19;27;14;35;19;23;17;19;21;0;0;26;15;28;16;28;16;25;24;25;25;29;21;28;20;34;16;33;19;19;13;18;13;19;14;30;3;7;27;20;23;27;12;19;12;23;9;31;8;26;15;27;15;29;14;12;3;27;28;11;15;28;24;23;21;13;18;36;18;34;18;20;16;16;10;22;18;17;21;21;0;19;0;22;25;25;17;19;17;20;23;INGENIERIA AGROPECUARIA
57;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;8704;111046280011900111100;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;170;10;Cauca;Popayán;8704;22;18;22;18;35;34;35;25;33;24;0;0;18;23;34;17;44;6;32;19;22;29;22;28;24;29;17;32;26;22;22;17;17;25;22;18;23;17;19;20;19;25;31;11;26;23;22;28;19;26;29;24;25;25;33;18;14;2;30;26;26;22;21;24;25;21;19;28;35;21;20;20;25;21;24;11;22;22;31;27;25;0;20;0;21;22;26;31;25;27;25;24;INGENIERIA AMBIENTAL
58;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;236;111046240001900111100;INGENIERIA CIVIL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;177;10;Cauca;Popayán;236;61;25;63;20;109;45;111;36;65;23;0;0;68;21;78;19;92;6;92;6;69;32;79;22;70;28;71;26;50;12;28;11;41;14;42;12;39;16;11;41;15;47;47;24;48;30;44;24;43;31;55;21;54;25;60;20;19;8;53;40;21;17;50;59;54;55;19;25;59;49;24;31;57;25;20;21;67;49;10;25;54;0;23;0;53;58;23;21;30;25;51;54;INGENIERIA CIVIL
59;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;102471;102471;INGENIERIA CIVIL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;177;10;Cauca;Santander de Quilichao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA CIVIL
60;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;7520;111040030001900111100;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;170;10;Cauca;Popayán;7520;35;13;50;15;55;14;81;26;29;6;0;0;55;15;26;14;53;17;45;13;60;10;30;7;51;16;31;6;46;12;31;4;30;3;28;5;35;6;13;20;13;32;32;8;38;11;36;11;30;8;34;14;63;25;39;10;6;1;36;37;10;8;47;45;42;46;9;10;59;47;3;9;48;24;7;8;55;50;11;7;53;0;5;0;50;47;8;15;13;12;45;47;INGENIERIA SISTEMAS
61;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;105430;105430;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;170;10;Cauca;Santander de Quilichao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
63;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;238;111046213841900111100;INGENIERIA ELECTRONICA Y TELECOMUNICACIONES;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;168;10;Cauca;Popayán;238;57;8;57;11;84;17;96;14;54;11;0;0;52;13;51;14;0;0;102;16;30;9;51;16;49;17;54;12;51;14;23;12;37;11;29;9;48;8;14;28;15;37;37;15;46;14;39;12;33;18;39;19;44;18;51;7;12;3;45;32;15;14;42;44;40;43;13;11;42;39;10;15;38;21;12;8;49;40;11;16;44;0;10;0;39;41;19;19;18;8;42;51;INGENIERIA ELECTRONICA Y TELECOMUNICACIONES
64;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;106792;106792;INGENIERIA EN AGROECOLOGIA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Agropecuario no clasificado en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;158;9;Cauca;Santander de Quilichao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AGROECOLOGIA
65;UNIVERSIDAD DEL CAUCA;Universidad;Oficial;7519;111046290801900111100;INGENIERIA EN AUTOMATICA INDUSTRIAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;157;10;Cauca;Popayán;7519;25;6;28;3;31;4;39;7;26;4;0;0;25;5;28;2;29;10;17;4;32;8;33;4;24;13;26;8;27;9;32;5;22;7;28;3;25;2;9;18;9;25;21;7;27;5;21;7;24;6;23;10;25;11;24;11;6;0;31;24;7;4;30;32;29;33;7;7;29;33;6;7;27;15;4;4;30;32;11;8;25;0;15;0;24;32;15;6;10;10;28;30;INGENIERIA AUTOMATICA INDUSTRIAL
